# 역할 판정 표 — `uv run histgraph roles --table` 이 읽는다 (`roles` 모듈 머리글).
#
wd:Q489778	wd:Q12585866	주도	레닌 정부의 자금을 받아 한인사회당 쪽에 쓴 당사자다 (민족문화대백과)
ex:person:최유원	wd:Q20651847	피해	반란군을 잡지 못한 책임으로 파직되었다 (민족문화대백과)
ex:person:홍각	wd:Q20651847	삭제	동명이인 — 1594년 사건에 20세기 인물이 걸렸다
wd:Q12588366	wd:Q20651847	삭제	동명이인 — 1594년 사건에 20세기 인물이 걸렸다
wd:Q12612410	wd:Q20651847	대항	조정의 명으로 반란을 진압했다 (민족문화대백과)
wd:Q20651846	wd:Q20651847	주도	1594년 아산·평택에서 반란을 일으킨 지도자다 (민족문화대백과)
wd:Q16169134	ex:event:안악 사건	피해	일제가 안명근 사건에 엮어 체포한 황해도 항일 인사다 (민족문화대백과)
wd:Q489527	ex:event:안악 사건	피해	일제가 안명근 사건에 엮어 체포한 황해도 항일 인사다 (민족문화대백과)
wd:Q489792	ex:event:을사조약 반대 운동	주도	을사조약 체결을 계기로 의병을 모집했다 (민족문화대백과)
wd:Q624754	wd:Q12613739	언급	사건 뒤 동아일보 정간 중 사퇴한 부사장으로 서술에 이름이 나올 뿐이다
nikh:kc_n306750	nikh:kc_r300825	언급	진경산수화 앞뒤의 화풍을 설명하며 이름이 나올 뿐 진경산수화가는 아니다 (국편)
wd:Q12587920	nikh:kc_r300825	언급	진경산수화 앞뒤의 화풍을 설명하며 이름이 나올 뿐 진경산수화가는 아니다 (국편)
wd:Q16174964	nikh:kc_r300825	언급	진경산수화 앞뒤의 화풍을 설명하며 이름이 나올 뿐 진경산수화가는 아니다 (국편)
wd:Q6204272	nikh:kc_r300825	언급	진경산수화 앞뒤의 화풍을 설명하며 이름이 나올 뿐 진경산수화가는 아니다 (국편)
wd:Q626484	nikh:kc_r300825	언급	진경산수화 앞뒤의 화풍을 설명하며 이름이 나올 뿐 진경산수화가는 아니다 (국편)
wd:Q133866433	nikh:kc_i201300	삭제	1126년 사건에 1584년 몰 신의(申檥)가 걸렸다 — 본문의 '신의(信義)'는 낱말이다
nikh:kc_n311300	wd:Q12608468	언급	사건 서술에 이름이 나올 뿐 무엇을 했는지는 서술되지 않았다 (국편)
nikh:kc_n312700	wd:Q12608468	주도	1398년 사병을 동원해 난을 일으키고 정도전·방석 등을 제거했다 (국편·민족문화대백과)
wd:Q11266132	wd:Q12608468	가담	이방원 편에 서서 난에 가담해 정사공신·좌명공신에 올랐다 (국편·민족문화대백과)
wd:Q12583773	wd:Q12608468	피해	1398년 이방원 측에 살해되거나 가족을 잃었다 (국편·민족문화대백과)
wd:Q12589992	wd:Q12608468	피해	1398년 이방원 측에 살해되거나 가족을 잃었다 (국편·민족문화대백과)
wd:Q12598212	wd:Q12608468	피해	1398년 이방원 측에 살해되거나 가족을 잃었다 (국편·민족문화대백과)
wd:Q12614707	wd:Q12608468	피해	1398년 이방원 측에 살해되거나 가족을 잃었다 (국편·민족문화대백과)
wd:Q132664401	wd:Q12608468	피해	1398년 이방원 측에 살해되거나 가족을 잃었다 (국편·민족문화대백과)
wd:Q14304	wd:Q12608468	주도	1398년 사병을 동원해 난을 일으키고 정도전·방석 등을 제거했다 (국편·민족문화대백과)
wd:Q16163854	wd:Q12608468	피해	1398년 이방원 측에 살해되거나 가족을 잃었다 (국편·민족문화대백과)
wd:Q16176319	wd:Q12608468	가담	이방원 편에 서서 난에 가담해 정사공신·좌명공신에 올랐다 (국편·민족문화대백과)
wd:Q16184008	wd:Q12608468	언급	사건 서술에 이름이 나올 뿐 무엇을 했는지는 서술되지 않았다 (국편)
wd:Q16262037	wd:Q12608468	언급	사건 서술에 이름이 나올 뿐 무엇을 했는지는 서술되지 않았다 (국편)
wd:Q19349683	wd:Q12608468	가담	이방원 편에 서서 난에 가담해 정사공신·좌명공신에 올랐다 (국편·민족문화대백과)
wd:Q27953519	wd:Q12608468	가담	이방원 편에 서서 난에 가담해 정사공신·좌명공신에 올랐다 (국편·민족문화대백과)
wd:Q28698461	wd:Q12608468	가담	이방원 편에 서서 난에 가담해 정사공신·좌명공신에 올랐다 (국편·민족문화대백과)
wd:Q469396	wd:Q12608468	피해	1398년 이방원 측에 살해되거나 가족을 잃었다 (국편·민족문화대백과)
wd:Q488670	wd:Q12608468	가담	이방원 편에 서서 난에 가담해 정사공신·좌명공신에 올랐다 (국편·민족문화대백과)
wd:Q488700	wd:Q12608468	가담	이방원 편에 서서 난에 가담해 정사공신·좌명공신에 올랐다 (국편·민족문화대백과)
wd:Q496753	wd:Q12608468	가담	이방원 편에 서서 난에 가담해 정사공신·좌명공신에 올랐다 (국편·민족문화대백과)
wd:Q498707	wd:Q12608468	피해	1398년 이방원 측에 살해되거나 가족을 잃었다 (국편·민족문화대백과)
wd:Q626461	wd:Q12608468	피해	1398년 이방원 측에 살해되거나 가족을 잃었다 (국편·민족문화대백과)
wd:Q6853912	wd:Q12608468	가담	이방원 편에 서서 난에 가담해 정사공신·좌명공신에 올랐다 (국편·민족문화대백과)
wd:Q80380012	wd:Q12608468	언급	사건 서술에 이름이 나올 뿐 무엇을 했는지는 서술되지 않았다 (국편)
wd:Q85983854	wd:Q12608468	가담	이방원 편에 서서 난에 가담해 정사공신·좌명공신에 올랐다 (국편·민족문화대백과)
wd:Q11266132	wd:Q624181	가담	이방원 편에 서서 난에 가담해 정사공신에 올랐다 (인포박스 지휘관2·민족문화대백과)
wd:Q12589992	wd:Q624181	피해	1398년 이방원 측에 살해되었다 — 인포박스가 이름 뒤에 †(작전 중 사망)를 적었다
wd:Q12594723	wd:Q624181	가담	이방원 편에 서서 난에 가담해 정사공신에 올랐다 (인포박스 지휘관2·민족문화대백과)
